Wall time,Step,Value
1713242520.321895,43,0.0
1713245109.2045152,50049,0.0
1713247741.0295324,100203,0.0
1713250090.7884445,150219,0.009999999776482582
1713252452.3843791,200241,0.019999999552965164
1713254975.1143897,250272,0.05999999865889549
1713257605.7248583,300288,0.029999999329447746
1713260206.8235831,350294,0.23999999463558197
1713262625.465825,400313,0.4699999988079071
1713264938.3224852,450334,0.38999998569488525
1713267349.8214054,500342,0.23000000417232513
1713269899.1221023,550354,0.14000000059604645
1713272361.891558,600378,0.17000000178813934
1713274869.0385158,650381,0.38999998569488525
1713277417.8736868,700385,0.4099999964237213
1713280046.9964437,750389,0.23000000417232513
1713282634.3107984,800398,0.4399999976158142
1713285210.0377753,850417,0.4300000071525574
1713287665.7591085,900436,0.28999999165534973
1713290301.6299937,950462,0.5
1713292959.5955446,1000487,0.5199999809265137
1713295580.644799,1050504,0.5299999713897705
1713298179.5015433,1100532,0.2800000011920929
1713300839.5183113,1150551,0.4699999988079071
1713303439.2598495,1200594,0.6299999952316284
1713306026.5370474,1250609,0.5899999737739563
1713308609.3305113,1300620,0.6899999976158142
1713311158.8114655,1350731,0.5099999904632568
1713313796.2432039,1400764,0.5099999904632568
1713316349.4633522,1450786,0.5400000214576721
1713318820.9155571,1500816,0.6499999761581421
1713321300.689314,1550819,0.6899999976158142
1713323778.8595378,1600827,0.47999998927116394
1713326171.2207038,1650847,0.4300000071525574
1713328387.7961898,1700859,0.33000001311302185
1713330807.0784094,1750860,0.5
1713333108.8911161,1800865,0.5299999713897705
1713335483.0199802,1850894,0.5199999809265137
1713337769.4569814,1900897,0.25
1713340091.3130832,1950929,0.3400000035762787
1713342506.462617,2000940,0.4099999964237213
1713344854.3250353,2050963,0.4000000059604645
1713347188.7943852,2100996,0.4000000059604645
1713349514.1238005,2151021,0.4399999976158142
1713351860.4406712,2201026,0.4300000071525574
1713354465.374191,2251035,0.46000000834465027
1713357209.2146795,2301050,0.46000000834465027
1713359901.1391044,2351060,0.38999998569488525
1713362532.1147661,2401066,0.5299999713897705
1713365171.5970209,2451090,0.47999998927116394
1713367835.6063216,2501106,0.5099999904632568
1713370508.9149704,2551107,0.5299999713897705
1713373190.0909863,2601135,0.5899999737739563
1713375858.8012905,2651159,0.5199999809265137
1713378524.9115272,2701162,0.6399999856948853
1713381181.5304532,2751165,0.4300000071525574
1713383874.4815865,2801196,0.5600000023841858
1713386505.2878,2851229,0.47999998927116394
1713389204.372254,2901257,0.4000000059604645
1713391934.8771439,2951265,0.5600000023841858
1713394582.8238392,3001267,0.25999999046325684
