Wall time,Step,Value
1713242338.203352,24,0.0
1713243396.8202996,50092,0.0
1713244405.9198422,100111,0.14000000059604645
1713245451.0065372,150115,0.1899999976158142
1713246449.3634536,200180,0.28999999165534973
1713247439.8066404,250196,0.4300000071525574
1713248437.1208138,300207,0.3100000023841858
1713249458.7659013,350223,0.36000001430511475
1713250490.296334,400238,0.4300000071525574
1713251502.5841992,450261,0.49000000953674316
1713252501.4359214,500270,0.4699999988079071
1713253542.182034,550295,0.6299999952316284
1713254575.1110706,600313,0.550000011920929
1713255582.9087973,650336,0.6399999856948853
1713256593.4277616,700338,0.6299999952316284
1713257619.5752218,750357,0.6000000238418579
1713258635.6524549,800364,0.5099999904632568
1713259653.6744153,850388,0.5899999737739563
1713260717.137088,900401,0.699999988079071
1713261771.2399998,950414,0.7200000286102295
1713262791.5963671,1000438,0.6700000166893005
1713263813.0590656,1050450,0.7099999785423279
1713264841.3588536,1100463,0.5899999737739563
1713265832.2898338,1150473,0.6700000166893005
1713266807.6250222,1200475,0.5899999737739563
1713267803.165719,1250499,0.6600000262260437
1713268819.7675595,1300515,0.6000000238418579
1713269863.0145583,1350534,0.5600000023841858
1713270907.5258584,1400534,0.6100000143051147
1713271980.808372,1450554,0.5699999928474426
1713273048.4917727,1500573,0.6399999856948853
1713274097.4862826,1550577,0.6800000071525574
1713275209.5217042,1600589,0.6499999761581421
1713276298.1320372,1650590,0.5899999737739563
1713277410.66046,1700597,0.6100000143051147
1713278517.9789762,1750600,0.6700000166893005
1713279626.5003328,1800622,0.6499999761581421
1713280736.5856748,1850645,0.6499999761581421
1713281833.351948,1900655,0.6499999761581421
1713282960.1563482,1950671,0.6800000071525574
1713284086.0572042,2000679,0.6399999856948853
1713285188.9552424,2050680,0.6299999952316284
1713286312.8883445,2100686,0.6399999856948853
1713287437.9035192,2150706,0.6499999761581421
1713288540.0482314,2200731,0.7099999785423279
1713289660.2705166,2250741,0.6700000166893005
1713290769.3832028,2300748,0.6299999952316284
1713291874.352088,2350756,0.6600000262260437
1713293004.699905,2400772,0.7200000286102295
1713294116.7548375,2450788,0.6499999761581421
1713295244.5868,2500792,0.6600000262260437
1713296373.2363076,2550799,0.6299999952316284
1713297496.7417018,2600827,0.6600000262260437
1713298621.1844337,2650832,0.7099999785423279
1713299742.2545528,2700845,0.6299999952316284
1713300873.3907633,2750869,0.6299999952316284
1713302004.4117565,2800886,0.6000000238418579
1713303142.8149233,2850912,0.7200000286102295
1713304278.5416179,2900912,0.6499999761581421
1713305407.9263844,2950919,0.7300000190734863
1713306497.4582357,3000919,0.6600000262260437
