Wall time,Step,Value
1713242415.446412,34,0.0
1713245086.980779,50046,0.0
1713247584.790376,100071,0.0
1713250137.8887188,150077,0.0
1713252550.53799,200095,0.0
1713255110.4218652,250124,0.0
1713257791.345526,300292,0.0
1713260406.662087,350317,0.009999999776482582
1713263031.7564545,400339,0.029999999329447746
1713265590.6127846,450341,0.019999999552965164
1713268055.7835624,500345,0.05000000074505806
1713270644.288512,550361,0.05999999865889549
1713273221.5365994,600388,0.03999999910593033
1713275878.7187972,650399,0.07000000029802322
1713278608.7258475,700410,0.07000000029802322
1713281363.274803,750431,0.15000000596046448
1713283984.864057,800442,0.20999999344348907
1713286535.4914248,850458,0.2199999988079071
1713289141.1758595,900460,0.20000000298023224
1713291893.9700673,950462,0.23000000417232513
1713294551.7945085,1000486,0.28999999165534973
1713297189.9416928,1050503,0.2800000011920929
1713299836.9851224,1100517,0.20000000298023224
1713302508.3666768,1150543,0.25
1713305117.013032,1200565,0.3400000035762787
1713307760.0867174,1250569,0.41999998688697815
1713310495.8781657,1300581,0.4699999988079071
1713313176.0628147,1350586,0.23999999463558197
1713315731.77916,1400599,0.4399999976158142
1713318142.2927694,1450636,0.6700000166893005
1713320617.4977362,1500662,0.550000011920929
1713323149.0164483,1550703,0.41999998688697815
1713325606.0915675,1600706,0.5199999809265137
1713327976.0505435,1650731,0.4699999988079071
1713330272.0194159,1700825,0.3799999952316284
1713332679.1991384,1750834,0.5
1713335045.2196052,1800871,0.38999998569488525
1713337416.7183287,1850897,0.5299999713897705
1713339858.6114788,1900923,0.44999998807907104
1713342226.1488838,1950938,0.6299999952316284
1713344589.204827,2000939,0.5299999713897705
1713346942.020767,2050957,0.6000000238418579
1713349319.320589,2100978,0.6399999856948853
1713351775.426955,2150989,0.6100000143051147
1713354392.2460175,2200993,0.550000011920929
1713357043.6394413,2251012,0.6899999976158142
1713359724.6183379,2301019,0.5299999713897705
1713362415.0049016,2351023,0.5699999928474426
1713365086.671234,2401044,0.28999999165534973
1713367671.936194,2451045,0.7300000190734863
1713370317.1990526,2501080,0.6399999856948853
1713373033.3607585,2551107,0.550000011920929
1713375715.8869455,2601114,0.47999998927116394
1713378334.4177918,2651128,0.6899999976158142
1713381014.5953684,2701133,0.5699999928474426
1713383666.7229521,2751169,0.9200000166893005
1713386342.375998,2801195,0.5899999737739563
1713388997.926681,2851225,0.6200000047683716
1713391618.856419,2901248,0.6200000047683716
1713394233.1343856,2951257,0.6399999856948853
1713396949.646992,3001279,0.7699999809265137
