Wall time,Step,Value
1713242233.2593465,27,0.0
1713243275.034673,50050,0.0
1713244288.1418593,100069,0.05999999865889549
1713245290.9994276,150072,0.05000000074505806
1713246247.8606017,200072,0.11999999731779099
1713247238.8467124,250103,0.12999999523162842
1713248250.099305,300114,0.38999998569488525
1713249279.3528357,350135,0.25999999046325684
1713250329.3286896,400139,0.18000000715255737
1713251375.8213613,450159,0.6800000071525574
1713252427.4427116,500182,0.6399999856948853
1713253448.9563463,550187,0.75
1713254488.193531,600206,0.7699999809265137
1713255494.294746,650209,0.7699999809265137
1713256487.2551825,700219,0.6499999761581421
1713257506.242996,750236,0.7900000214576721
1713258527.9050047,800242,0.800000011920929
1713259556.4871063,850270,0.699999988079071
1713260610.1943655,900290,0.7799999713897705
1713261629.5229018,950300,0.800000011920929
1713262671.3724244,1000304,0.8199999928474426
1713263708.2795355,1050328,0.7400000095367432
1713264729.3358212,1100353,0.7799999713897705
1713265704.710287,1150357,0.75
1713266663.3103387,1200360,0.8700000047683716
1713267635.5326204,1250381,0.8600000143051147
1713268637.147418,1300382,0.75
1713269625.930821,1350396,0.7300000190734863
1713270630.857637,1400397,0.8700000047683716
1713271645.2792995,1450421,0.7099999785423279
1713272677.702526,1500431,0.800000011920929
1713273735.6045403,1550439,0.7699999809265137
1713274823.3803258,1600444,0.7300000190734863
1713275899.3815835,1650452,0.7400000095367432
1713277006.1788995,1700477,0.8399999737739563
1713278114.4962342,1750493,0.7900000214576721
1713279226.1472318,1800501,0.7699999809265137
1713280336.8604589,1850511,0.800000011920929
1713281437.2437518,1900538,0.7599999904632568
1713282516.2719672,1950540,0.7599999904632568
1713283578.7996871,2000555,0.7599999904632568
1713284673.2209365,2050557,0.7400000095367432
1713285774.5043278,2100558,0.8100000023841858
1713286879.233295,2150573,0.7900000214576721
1713287974.625906,2200584,0.7599999904632568
1713289089.042301,2250597,0.75
1713290216.2538466,2300610,0.75
1713291306.6975663,2350618,0.6800000071525574
1713292416.0940418,2400633,0.7599999904632568
1713293526.3566144,2450635,0.7699999809265137
1713294646.1720605,2500660,0.7799999713897705
1713295766.3225007,2550673,0.7400000095367432
1713296888.4371595,2600690,0.6499999761581421
1713298015.9835494,2650707,0.7300000190734863
1713299135.2608194,2700720,0.7900000214576721
1713300261.5865257,2750730,0.8100000023841858
1713301384.3806002,2800740,0.7200000286102295
1713302514.657588,2850751,0.6499999761581421
1713303643.1571121,2900773,0.7200000286102295
1713304769.4534905,2950775,0.8299999833106995
1713305864.763943,3000784,0.7699999809265137
